"Address","Pricing","Pricing Currency","Image","Built Year","Listing URL","Street Address","City","State","Zipcode","Living Area","Lot Size","Property Tax Rate","Is Zillow Owned","Last Sold Price","Description","Days on Zillow","Brokerage Name","Virtual Tour","Number of Bedrooms","Number of Bathrooms","Listing Provided By","Status"
"Arlington, 2907 Arbor Oaks Dr, 76006,  TX","660000","USD","https://photos.zillowstatic.com/fp/6ae09bc4a38295e2cd7ec5ffc7095a06-cc_ft_192.jpg","1984","https://www.zillow.com/homedetails/2907-Arbor-Oaks-Dr-Arlington-TX-76006/29192960_zpid/","2907 Arbor Oaks Dr","Arlington","TX","76006","3376 Square Feet","9801Square Feet","1.7","","","Welcome to 2907 Arbor Oaks Dr, a fully renovated 4-bedroom, 3-bathroom pool home in one of North Arlington's most sought-after established neighborhoods, Forest Hills. This move-in ready residence blends modern luxury finishes with everyday functionality and comes with a standout bonus: ALL 2026 HOA FEES HAVE BEEN PAID IN FULL
Step inside to brand-new hardwood floors installed in 2024 covering every inch of the home. Solar Zone energy-efficient windows flood the open floor plan with natural light. Custom plantation shutters have been installed throughout. The kitchen features abundant custom cabinetry, premium tilework, and designer fixtures that flow seamlessly into expansive living and dining areas. The primary suite has a spa-inspired en suite bath that was fully reconfigured and features double vanities, a large custom shower, and two custom walk-in closets. All three bathrooms received complete renovations with premium tile, custom cabinetry, and upgraded fixtures throughout.
Major system upgrades are already done and transferable. The home features a Trane heat pump HVAC installed in 2022 with smart thermostats and transferable warranties, a DaVinci impact-resistant roof installed in 2025 with solar thermal barriers, an advanced gutter system, and upgraded attic insulation, plus a lifetime Orkin attic warranty. Gas is available throughout the home, and allergy-friendly, low-maintenance finishes make this a home built for long-term comfort.
Outside, the fully refurbished PebbleTec pool features a new deck, pergola, tanning ledge, and professionally designed luxury landscaping. Forest Hills is one of Arlington's most walkable and well-maintained established communities, offering lush greenbelts, private parks, playgrounds, tennis courts, an active HOA, and neighborhood security. The location puts you minutes from award-winning schools, DFW International Airport, Globe Life Field, AT&T Stadium, and the best of Arlington dining, parks, and retail.","27","ARC Realty DFW","","4","3","Lauren Kerschen, ARC Realty DFW, Wendy Danner, ARC Realty DFW, , , 817-609-4115, 817-609-4115, 817-714-4804",""
"Houston, 18010 Bambriar Dr, 77090,  TX","339000","USD","https://photos.zillowstatic.com/fp/cf65ac3bd0b6d7606d1d7c8c1e08aef9-cc_ft_192.jpg","1972","https://www.zillow.com/homedetails/18010-Bambriar-Dr-Houston-TX-77090/28165564_zpid/","18010 Bambriar Dr","Houston","TX","77090","2718 ","9600.624Square Feet","1.75","","","Discover this stunning residence at 18,010 Bambriar, where classic charm meets modern upgrades. This home features a $30,000 investment in high-efficiency windows, ensuring comfort and energy savings from day one.The second floor hosts the spacious primary suite along with 3 additional bedrooms.
The main level includes a private guest suite with a full bath, featuring 3' and 4' wide doorways designed specifically for wheelchair accessibility. 
With 3.5 bathrooms and a massive 25'x15' great room, there is plenty of space for everyone. The layout also includes a bright kitchen, breakfast nook, and an elegant formal dining room.
Be greeted by a striking spiral staircase right at the entrance. 
Enjoy a sparkling pool and a spacious patio perfect for hosting large celebrations. The property even features its own vineyard in the backyard! The home offers three separate entrances and a detached garage with an oversized driveway providing ample parking for guests.","15","","","6","4","Marissa Stevens, , , 832-392-8885",""
"Blanco, 297 Rust Ranch Rd, 78606,  TX","399000","USD","https://photos.zillowstatic.com/fp/b45158265128d304c84d4c40496d0268-cc_ft_192.jpg","2010","https://www.zillow.com/homedetails/297-Rust-Ranch-Rd-Blanco-TX-78606/116381917_zpid/","297 Rust Ranch Rd","Blanco","TX","78606","1884 Square Feet","1.01Acres","1.04","","","Charming 3-bedroom, 2-bath home situated on a beautiful 1-acre lot in Blanco, nestled in the heart of the Texas Hill Country. Surrounded by mature trees, this property offers a peaceful, private setting with plenty of space to enjoy the outdoors. Inside, the home features a newly renovated kitchen complete with all new appliances, modern finishes, and a fresh, updated feel. The primary suite includes a fully remodeled bathroom, creating a comfortable and stylish retreat. New light fixtures throughout the home add a bright, contemporary touch. Step outside to a covered patio-perfect for relaxing or entertaining while taking in the natural beauty of the surrounding landscape. With its blend of updates, space, and scenic Hill Country setting, this property offers the ideal balance of comfort and tranquility.","2","Keller Williams Legacy","","3","2","Steven Noriega, Keller Williams Legacy, , , (210)482-3200",""
"Belton, 5301 Othello Dr, 76513,  TX","559900","USD","https://photos.zillowstatic.com/fp/93aaba52e687667897116b738ef50688-cc_ft_192.jpg","2018","https://www.zillow.com/homedetails/5301-Othello-Dr-Belton-TX-76513/243196432_zpid/","5301 Othello Dr","Belton","TX","76513","3170 Square Feet","6960.888Square Feet","1.44","","","Welcome to 5301 Othello, a stunning five bedroom, four bath home perfectly situated on a spacious corner lot in the highly sought after Three Creeks community. This home was designed with both comfort and functionality in mind. Downstairs, you’ll find a dedicated office, two dining areas, and a spacious main living room. Upstairs offers an additional living space/gameroom, giving everyone room to spread out and enjoy their own space. With abundant storage throughout and a large three car garage, this home truly checks every box.  The kitchen and bathrooms feature beautiful granite countertops, and the home has been meticulously maintained. The primary suite is a true retreat with a massive bathroom that includes separate vanities, a Texas sized walk in shower, and two oversized walk in closets that provide incredible storage and functionality. Step outside and the upgrades continue. Full gutters, a sprinkler system, a wood stained privacy fence, and an extended covered side porch create flexible and functional outdoor living space. And then there’s the backyard. Installed in 2022, the Latham Bermuda pool with Crystite Classic Blue finish is a true showstopper. It features built in LED lighting, dual deck jets, and an automatic chlorine system for easy maintenance. The extensive landscaping, custom outdoor entertainment and BBQ area, and pergola create a private retreat that feels more like a resort than a backyard. It is easily one of the most impressive outdoor living setups you will find in the area. Three Creeks offers a lifestyle that is hard to match. Located near Stillhouse Lake &  the Lampasas River, residents enjoy private access to over five miles of scenic hiking and biking trails. The community features a central pavilion with a pond and natural landscaping that serves as a gathering place for neighborhood events and family get togethers. There is also a playground and picnic areas, all thoughtfully designed to blend with the surrounding natural beauty.","40","KELLER WILLIAMS REALTY","","5","4","Carmen Colon, KELLER WILLIAMS REALTY, , , (512)868-1771",""
"Plano, 836 Snapdragon Ln, 75075,  TX","259000","USD","https://photos.zillowstatic.com/fp/c07c1162c6bf8aafe45407cec6341de6-cc_ft_192.jpg","1993","https://www.zillow.com/homedetails/836-Snapdragon-Ln-Plano-TX-75075/26653635_zpid/","836 Snapdragon Ln","Plano","TX","75075","2275 ","6534Square Feet","1.41","","","Why a starting bid of $259,000? Simple fact-I do not know what you are willing to pay until you tell me. Consequently, the Seller has hired me-the Auctioneer-to find out what you are willing to pay. Therefore, we will have an auction. You must be willing to show proof of funds, and you must be willing to make a competitive offer. Additionally, you must agree to the terms and conditions of the sale. Additionally, each party must register in advance. Contact the Auctioneer to find out how. Myers Jackson, Auctioneer under the direction of the seller may process and execute bids submitted (offers) that satisfy the sellers right to reservation, liberty of bidding, counter-bidding or other rights. Subject to online or offline Terms, Conditions of Sale, Offer, Price, Seller Confirmation, Buyers Premium ~ TDLR 17057","0","","","4","3","Myers Jackson, , , ",""
"Dallas, 5712 Kenwood Ave, 75206,  TX","1299000","USD","https://photos.zillowstatic.com/fp/58951cdd895f7777d53832e91b9c609c-cc_ft_192.jpg","2018","https://www.zillow.com/homedetails/5712-Kenwood-Ave-Dallas-TX-75206/26703977_zpid/","5712 Kenwood Ave","Dallas","TX","75206","3535 Square Feet","6185.52Square Feet","1.67","","","Set along a quiet stretch in the M Streets area, this home unfolds with a sense of calm that feels intentional from the very first step inside. The entry introduces warm wood floors, soft neutral walls, and natural light that moves gently from room to room. There’s a quiet confidence in how the spaces connect. Nothing feels forced. The staircase draws you forward while subtle details, from the millwork to the proportions of each room, create a rhythm that feels easy to settle into over time. At the heart of the home, the kitchen and living areas come together in a way that feels both open and grounded. A generous island anchors the kitchen, surrounded by clean-lined cabinetry, professional-grade appliances, and thoughtful storage that keeps everything within reach but out of sight. Just beyond, the living room settles around a porcelain-tiled fireplace, where wide windows bring in a steady wash of natural light that softens the space throughout the day. The transition outdoors feels natural. Sliding doors open to a covered patio with a built-in fireplace, extending the living experience into the backyard. It’s a setting that invites slower evenings, quiet mornings, and a pace that feels more intentional. Upstairs, the home shifts into a quieter tone. The primary suite offers a sense of scale without excess, with a tray ceiling, layered light, and a bath defined by a freestanding tub, glass-enclosed shower, and clean, lasting finishes. Additional bedrooms and a secondary living area provide flexibility for guests, work, or retreat, while maintaining the same sense of balance found throughout the home. Positioned near Greenville Avenue, with access to the Granada Theater, local restaurants, and everyday conveniences, the location offers both energy and ease. A home where design, function, and daily life come together in a way that simply feels right.","1","Dave Perry Miller Real Estate","","5","5","Eugene Gonzalez, Dave Perry Miller Real Estate, , , 214-303-1133, 214-303-1133",""
"Fort Worth, 2441 Glen Garden Ave, 76119,  TX","179000","USD","https://photos.zillowstatic.com/fp/3dd492ff4ac9befd3ed780a2184193d8-cc_ft_192.jpg","2025","https://www.zillow.com/homedetails/2441-Glen-Garden-Ave-Fort-Worth-TX-76119/97726804_zpid/","2441 Glen Garden Ave","Fort Worth","TX","76119","1740 ","7448.76Square Feet","1.7","","","MULTIPLE OFFERS RECEIVED! HIGHEST & BEST DUE BY 5:00 4-08-26. Welcome to this beautifully crafted new construction home, offering the perfect blend of modern design and comfortable living. This 3-bedroom, 2-bathroom gem features an open floor plan that seamlessly connects the living, dining, and kitchen areas, creating an ideal space for both relaxation and entertaining. Don’t miss out on this stunning home—perfect for those looking for modern comforts and a move-in ready space! Contact us today to schedule a tour!","147","","","3","2","Derrick Lewis, , , ",""
"San Antonio, 515 Catanbo, 78258,  TX","530000","USD","https://photos.zillowstatic.com/fp/92b9ff272852dd37940901545430f9a8-cc_ft_192.jpg","2006","https://www.zillow.com/homedetails/515-Catanbo-Ct-San-Antonio-TX-78258/69648047_zpid/","515 Catanbo","San Antonio","TX","78258","4455 Square Feet","8145.72Square Feet","1.77","","","LOCATION! LOCATION! LOCATION! Nestled on a cul-de-sac in the highly sought-after gated community of The Peak at Promontory, this home is zoned to highly rated NEISD schools and is just minutes from hospitals, shopping, dining, golf, the library, churches, and more, offering both convenience and an exceptional lifestyle. This spacious residence combines comfort, functionality, and style. Step inside to soaring ceilings and an abundance of natural light that fills the formal living and dining areas. The kitchen is designed for both everyday living and entertaining, featuring ample storage, a built-in microwave, and an oversized walk-in pantry-perfect for organizing all your culinary and baking essentials. It opens seamlessly to a generous family room, creating an ideal space for gatherings or relaxing evenings at home. The home offers five bedrooms, including a private primary suite on the main level with a spacious, well-appointed bathroom. Upstairs, you'll find four additional bedrooms, including a Jack-and-Jill bath and a separate full bath; all bedrooms feature walk-in closets. A versatile game/media room or home office is also located upstairs and is accessed by elegant wood stairs.   Enjoy outdoor living under the covered patio overlooking a large backyard, ready to be transformed into your personal retreat or entertainment space. Additional highlights include a NEW ROOF installed in April 2026. The community pool and playground, central gathering spaces, are just a short distance away. Welcome home to a place where comfort, space, and lifestyle come together.","7","Keller Williams Heritage","","5","5","Rosario Crutchfield, Keller Williams Heritage, , , (210) 535-1151",""
"Kyle, 4020 Grassland, 78640,  TX","439000","USD","https://photos.zillowstatic.com/fp/d8efa2b17e795ebe9fac5421147599c1-cc_ft_192.jpg","2000","https://www.zillow.com/homedetails/4020-Grassland-Ln-Kyle-TX-78640/55299001_zpid/","4020 Grassland","Kyle","TX","78640","2658 Square Feet","0.9400000000000001Acres","1.65","","","Outside City Limits in Kyle, TX * 4 bedrooms * 0.94-acre cul-de-sac lot * No HOA * Screened porch * Country views    Set outside city limits in Kyle, TX, 4020 Grassland Ln offers 2,658 sq ft with an open layout, two living areas, separate dining, and an island kitchen with granite counters, stainless steel appliances, pantry storage, and two eating areas. Natural light carries through the main living space and out to the covered screened porch, creating an easy transition for morning coffee or evening sunsets. All bedrooms are upstairs, including a spacious primary suite with room for a sitting area, while the flexible loft adds space for work, hobbies, or a second lounge. The 0.94-acre cul-de-sac lot features mature trees, ranch fencing, a large backyard, and wide-open views that give the property a quieter, more open setting. Additional highlights include double-pane windows, main-level laundry, a two-car garage, and shed storage. Hemphill Elementary is 0.4 mi, D J Red Simon Middle is 0.4 mi, and Lehman High School is 3.9 mi. San Marcos is about a 13-minute drive, Texas State University is nearby in San Marcos, and Austin is about a 25-minute drive, depending on route and traffic.","119","BHHS PenFed Realty","","4","3","William Forber, BHHS PenFed Realty, , , (303) 868-6546",""
"San Antonio, 307 Clover Crk, 78245,  TX","310000","USD","https://photos.zillowstatic.com/fp/ac89c55c337571bd1d559904c4a0376c-cc_ft_192.jpg","2000","https://www.zillow.com/homedetails/307-Clover-Crk-San-Antonio-TX-78245/60082277_zpid/","307 Clover Crk","San Antonio","TX","78245","2384 Square Feet","6272.64Square Feet","1.77","","","Ready for pool time? This move-in-ready home is calling your name and bringing all the fun with it. Step outside to your own refreshing in-ground pool, perfectly paired with a covered patio and additional deck space, ideal for lounging, entertaining, or soaking up that Texas summer sun. Inside, you'll find a spacious living area anchored by a cozy wood-burning fireplace and a generous dining space that's perfect for gatherings big or small. The kitchen delivers with plenty of granite counter space, crisp white cabinetry, and stylish wood-look tile flooring that ties it all together beautifully. Head upstairs to your private primary retreat, featuring a roomy ensuite bath with dual vanities, a large walk-in shower, and an impressively sized walk-in closet. Three additional secondary bedrooms and another full bath offer plenty of space for everyone. The garage has been thoughtfully converted into an additional room, perfect for a bedroom, home office, gym, or flex space-and can easily be converted back to a functional garage if that's your preference. Just say the word. This home is ready to be enjoyed-inside and out. Come see it today and make it yours and claim your poolside life!","70","RE/MAX Unity","","4","3","Brenda Mullen, RE/MAX Unity, , , (210) 807-0819",""
"Blum, 116 Creekview Dr, 76627,  TX","585000","USD","https://photos.zillowstatic.com/fp/bcfc2ca67cdb08a4b004d6e2ff01b389-cc_ft_192.jpg","2020","https://www.zillow.com/homedetails/116-Creekview-Dr-Blum-TX-76627/339269966_zpid/","116 Creekview Dr","Blum","TX","76627","2300 ","11Acres","1.23","","","Whether you live in the Dallas, Austin, or Waco area and you are looking for a country retreat less than an hour and a half away or simply are searching for a perfect place to start your homestead this is the property you are looking for. Escape the traffic, noise, and business of the city and enjoy the 11 wooded and partially cleared acres of land, with a beautiful 2300sf barndominium, nestled between two ponds and plenty of nature to explore, you will have the option to enjoy your own private sarchery range and the Texan sunsets. 116 Creekview has it all! 2300 Barndominium, 1200sf shop, 11 acres, bees for an agriculture exemption, a gun range, golf bunker and a cleared path to roam. This property comes with a full generator, completely fenced in, and beautiful porches to enjoy those Texas sunsets. Inside you will find 2 bedrooms with an office, or 3 bedrooms. Upstairs has been made into the primary loft with a ensuite bathroom. The kitchen is a dream with butcher block counters and open glass shelving to show off your beautiful decor. You can have it all at 116 Creekview.","13","","","3","2","Emily White, , , ",""
"Austin, 3524 Gonzales St #2A, 78702,  TX","285000","USD","https://photos.zillowstatic.com/fp/3c96fbb050140d1cff5047b5ff4ffdec-cc_ft_192.jpg","2025","https://www.zillow.com/homedetails/3524-Gonzales-St-2A-Austin-TX-78702/460651697_zpid/","3524 Gonzales St #2A","Austin","TX","78702","1925 ","sqft","1.46","","","Stunning modern 3-story home offering 4 bedrooms, a flex space, 3 full baths, and 1 half bath—thoughtfully designed for both comfort and style. The open-concept layout flows seamlessly into the living area, highlighted by beautiful windows that fill the home with natural light. Enjoy contemporary finishes, sleek modern appliances, and a sophisticated design throughout. The versatile floor plan includes a private bedroom on the first floor—ideal for guests, a home office, or multigenerational living. Step out onto the balcony for fresh air, or relax in the small, low-maintenance yard. A one-car garage adds convenience and additional storage. This home is part of the City of Austin Affordable Housing Program and is available to income-qualified buyers earning no more than 65% of the Median Family Income (MFI). Don’t miss this rare opportunity to own a modern, thoughtfully designed home at an attainable price.","45","","","4","4","Laura Gutierrez, , , (512) 865-6091",""
"Salado, 139 Eagle Rock, 76571,  TX","915000","USD","https://photos.zillowstatic.com/fp/59d56213b5b973c9712919b805d356bc-cc_ft_192.jpg","2006","https://www.zillow.com/homedetails/139-Eagle-Rock-Salado-TX-76571/455537753_zpid/","139 Eagle Rock","Salado","TX","76571","3700 Square Feet","2.5Acres","1.44","","","Welcome to your dream retreat in Salado! Nestled on 2.5 picturesque acres, this stunning 4-bedroom home is designed with comfort and functionality in mind. Three bedrooms boast their own private bathrooms, offering ultimate convenience, while a versatile fourth room can easily serve as an additional bedroom or private office, with large closets throughout the home providing ample storage. The primary bedroom has large dual closets and separate dual vanities in the primary bathroom, which also has a huge soaking tub with separate shower. 

Upon entry, you will find beautiful formal living and dining rooms, for all of your entertainment needs. The heart of the home is the spacious chef’s kitchen, complete with granite countertops, custom cabinetry, an appliance garage, a warming oven, a huge pantry, and a gas cooktop – perfect for both everyday living and entertaining. The open great room features a cozy gas fireplace for cool winter nights.

Additional highlights include:

Convenient half bath for guests,

Large laundry room with sink and abundant cabinets,

Oversized garage with a cooled 7' x 6'10"" storage room,

Beautifully fenced in-ground pool with a wrap around patio for relaxing or entertaining outdoors.

This property offers the perfect blend of elegance, space, and privacy – all just minutes from the Village of Salado.","253","Cloud Real Estate","","4","4","Virginia Cloud, Cloud Real Estate, Deborah Beene, Cloud Real Estate, , , (254)690-3311, 254-289-1281",""
"Fort Worth, 625 E Powell Ave, 76104,  TX","184950","USD","https://photos.zillowstatic.com/fp/1aa5212d5baef4c47758bfe2506c6505-cc_ft_192.jpg","2020","https://www.zillow.com/homedetails/625-E-Powell-Ave-Fort-Worth-TX-76104/97677060_zpid/","625 E Powell Ave","Fort Worth","TX","76104","1611 ","6316.2Square Feet","1.7","","","You won't want to miss this 4 bedroom, 2.5 bath home in an excellent location in Fort Worth. Just seconds from shopping, restaurants and entertainment you could want! To help visualize this homes floor plan and to highlight its potential virtual furnishings may have been added to photos found in this listing.","13","","","3","3","Jonathan Layton, , , ",""
"Houston, 1814 Wagon Gap Trl, 77090,  TX","307500","USD","https://photos.zillowstatic.com/fp/9106ac144756f253d78be5e6ef4b5740-cc_ft_192.jpg","1976","https://www.zillow.com/homedetails/1814-Wagon-Gap-Trl-Houston-TX-77090/28159906_zpid/","1814 Wagon Gap Trl","Houston","TX","77090","2761 ","8969.004Square Feet","1.75","","","Nestled in the heart of the highly sought-after Ponderosa Forest, this beautifully crafted 4-bedroom, 2.5-bath home offers timeless charm, generous space, and endless potential. A dramatic entry welcomes you with views of the backyard, setting the tone for effortless entertaining and everyday comfort. Enjoy formal living and dining areas, a spacious family room, and a gourmet kitchen featuring granite countertops, custom cabinetry, and premium appliances. The private primary suite is a true retreat with an ensuite bath for relaxing evenings. Step outside to a covered patio and outdoor kitchen—perfect for hosting friends and family. The pool and spa await your personal touch, offering an incredible opportunity to create your dream outdoor oasis. With a new roof (2023) and updated HVAC (2022), this home blends solid upgrades with the chance to add your own style in one of Houston’s most established neighborhoods. Being SOLD AS IS.","5","","","4","3","Shani Daigle, , , 281-892-1332",""
"Denton, 1126 Cordell St, 76201,  TX","315000","USD","https://photos.zillowstatic.com/fp/30079e9db7e8f0936b0873a197d4c9d3-cc_ft_192.jpg","1977","https://www.zillow.com/homedetails/1126-Cordell-St-Denton-TX-76201/27310541_zpid/","1126 Cordell St","Denton","TX","76201","1587 Square Feet","8581.32Square Feet","1.51","","","Charming 3-bedroom, 2-bath home in the heart of Denton, ideally located just minutes from both the University of North Texas and Texas Woman’s University. Whether you're looking for a primary residence, rental investment, or a home close to campus, this property offers convenience and great potential.

Inside, you’ll find a functional and inviting layout with comfortable living spaces and plenty of natural light. The kitchen and dining area feature brand new tile flooring, adding a fresh, modern touch and making it easy to maintain. The kitchen offers ample cabinet space and flows seamlessly into the dining area—perfect for everyday living and entertaining.

The primary suite includes a private bath, while the two secondary bedrooms provide flexibility for guests, a home office, or roommates. The secondary bathroom is conveniently located to serve both bedrooms and common areas.

Step outside to a spacious backyard with room to relax, garden, or create your ideal outdoor space. With its prime location near shopping, dining, and major roadways, plus close proximity to UNT and TWU, this home is a fantastic opportunity you won’t want to miss!","6","Ebby Halliday, REALTORS","","3","2","Cecily Verloop, Ebby Halliday, REALTORS, , , 817-481-5882, 817-481-5882",""
"Houston, 11902 Jansells Crossing Dr, 77065,  TX","260000","USD","https://photos.zillowstatic.com/fp/9988b44b834aafb0cb47a47b47ea93aa-cc_ft_192.jpg","2007","https://www.zillow.com/homedetails/11902-Jansells-Crossing-Dr-Houston-TX-77065/84022653_zpid/","11902 Jansells Crossing Dr","Houston","TX","77065","1800 Square Feet","4647.852Square Feet","1.75","","","Welcome to this beautifully updated one-story home in the Park at Cedar Landing subdivision, offering 3 bedrooms and 2 baths with an open-concept design and elegant accents throughout. The entry features an impressive 11-foot mansard ceiling and opens to the adjoining living and dining areas, creating a bright and inviting space. The kitchen is equipped with GE stainless steel appliances, recessed can lighting, and 42-inch custom-built cabinets, perfect for everyday living and entertaining. The primary suite offers a spacious retreat with a garden tub, separate glass-enclosed shower, and a walk-in closet. Two secondary bedrooms also feature walk-in closets, providing ample storage. Recent upgrades include luxury vinyl plank flooring throughout the home (12/2025), new GE stainless steel refrigerator, dishwasher, and range/stove (12/2025), a Carrier 3-ton HVAC system, and a 50-gallon gas water heater installed in 10/2025. Move-in ready—schedule your showing today!","37","eXp Realty LLC","","3","2","Jimmy Franklin, eXp Realty LLC, , , 281-949-6362",""
"Georgetown, 808 Golden Oaks Rd, 78628,  TX","598000","USD","https://photos.zillowstatic.com/fp/d8831901a6aabf9da42115ab39206535-cc_ft_192.jpg","1994","https://www.zillow.com/homedetails/808-Golden-Oaks-Rd-Georgetown-TX-78628/29541388_zpid/","808 Golden Oaks Rd","Georgetown","TX","78628","2082 ","2.79Acres","1.58","","","Welcome to 808 Golden Oaks Rd in Georgetown—where you finally get the space, freedom, and lifestyle so many buyers are chasing… without giving up convenience.  This inviting one-story home offers 4 bedrooms and 2 full baths, designed with soaring ceilings and an open-concept layout that creates a light, bright, and easy flow for everyday living. At the heart of the home, a striking wood-burning Texas stone fireplace anchors the living space—bringing warmth, character, and that true Hill Country feel buyers love.  Step outside and the real magic begins. Situated on 2.79 private acres, this property gives you room to roam, breathe, and build the life you’ve been talking about. Whether it’s adding a workshop, guest house, barn, or simply enjoying wide-open space, the possibilities are wide open. Horses are welcome, along with a few other animals—because this is Texas living the way it was meant to be.  And here’s the kicker—NO HOA. No extra rules, no extra fees, just your land and your vision.  You’re just minutes from the new Costco, Lowe’s, shopping, dining, and everyday essentials—but when you’re home, it feels like you’re out in the country. That balance is getting harder to find, and buyers know it.  Priced under $600K at $598,000, this property is positioned to move in a market where value matters more than ever.  If you’ve been waiting for acreage, flexibility, and a place to build lasting memories—this is your opportunity. Come explore everything this property has to offer… and don’t wait too long.","8","","","4","2","Stacy Kelly Girton, , , (512) 986-9522",""
"Dallas, 6027 Plum Dale Rd, 75241,  TX","365000","USD","https://photos.zillowstatic.com/fp/4fd44702ee703b8cf4351be33ffba93d-cc_ft_192.jpg","2025","https://www.zillow.com/homedetails/6027-Plum-Dale-Rd-Dallas-TX-75241/96509570_zpid/","6027 Plum Dale Rd","Dallas","TX","75241","1500 ","10018.8Square Feet","1.67","","","MOTIVATED SELLER, $5,000 TOWARDS BUYERS CLOSING COST. Discover a beautifully located home in a growing Dallas neighborhood that combines city convenience with neighborhood charm. One of the home’s most striking features is the large, inviting UPPER PORCH, offering BREATHTAKING VIEWS of the Dallas downtown skyline—the perfect space for relaxing mornings and evening sunsets. The home has a BIG FANCE BACK YARD, open floor plan, WALK IN FOOD PANTRY, PRIMARY BEDROOM IN MAIN FLOOR, PRIMARY RESTROOM HAS HIS AND HERS SINK AND A WALK IN CLOSET. 4th bedroom can be used as an office or a bedroom. 
It is ideally positioned with easy access to major highways, including I-45, I-35E, and US-175, allowing for quick commutes to Downtown Dallas and surrounding areas. DART bus routes nearby provide convenient public transportation options for work, school, or leisure. Located just minutes from University of North Texas at Dallas, the area benefits from a strong academic presence and continued community growth. Enjoy nearby parks, restaurants, local eateries, and coffee spots, perfect for casual dining, takeout, or meeting friends close to home.
Come see this beautiful home and make it your forever home.","90","","","4","3","Ilce Cervantes, , , ",""
"San Antonio, 546 Creath, 78221,  TX","149900","USD","https://photos.zillowstatic.com/fp/a10770ab328c84d0db2da51a9f7d4d2c-cc_ft_192.jpg","1956","https://www.zillow.com/homedetails/546-Creath-Pl-San-Antonio-TX-78221/26292330_zpid/","546 Creath","San Antonio","TX","78221","2444 ","7579.44Square Feet","1.77","","","This property features two separate units, making it perfect for generating rental income or accommodating extended family with a mother-in-law suite. The main home offers comfortable living spaces, while the secondary unit provides flexibility for guests or tenants. Conveniently located in Bexar County, this home is close to schools, shopping, and major highways - offering both accessibility and privacy. To help visualize this home's floor plan and to highlight its potential, virtual furnishings may have been added to photos found in this listing.","153","","","4","2","Jonathan Layton, , , (281) 357-9887",""
"Katy, 541 Amberwood Park Dr, 77493,  TX","258000","USD","https://photos.zillowstatic.com/fp/629d9f9e3bd8989caa6a0ffe484d2cbe-cc_ft_192.jpg","2022","https://www.zillow.com/homedetails/541-Amberwood-Park-Dr-Katy-TX-77493/2066597519_zpid/","541 Amberwood Park Dr","Katy","TX","77493","2076 ","8141.364Square Feet","1.34","","","PRICE TO SELL!!! SOLD AS IS!!! Fresh paint! Enjoy the suburb life in this stunning 4 bedroom/2.5 bath home tucked away on a quaint street in highly desirable Freeman Ranch. This perfect starter home incl; open concept 1st floor living, spacious kitchen with granite countertops and large walk-in panty. The kitchen opens to the living area providing ease and relaxation when entertaining your guests! The utility room is conveniently located right off kitchen and offers plenty of storage space. The primary bedroom on 1st floor features a bay window and en-suite bath featuring separate tub + shower. 3 spacious secondary bedrooms up with a full bath. Fully fenced backyard and patio area with infinite possibilities to make your own. Neighborhood amenities incl; trails, park, & splash pad-all within a short walking distance from the home. What are you waiting for? Make this home yours today!","6","","","4","3","Jin Jin, , , 281-862-8258",""
"Azle, 413 Glenhaven Dr, 76020,  TX","249000","USD","https://photos.zillowstatic.com/fp/bb62f1921376e822ca413ea40e5ce6d6-cc_ft_192.jpg","1968","https://www.zillow.com/homedetails/413-Glenhaven-Dr-Azle-TX-76020/29162868_zpid/","413 Glenhaven Dr","Azle","TX","76020","1824 Square Feet","10715.76Square Feet","1.7","","","Welcome to this spacious 4 bedroom home located in a well established, quiet neighborhood! This property offers two generous living areas, with one easily convertible into a 5th bedroom. The split-bedroom layout provides added privacy, while the large laundry room adds everyday convenience.
Step outside to a huge fenced backyard featuring mature trees and a large storage shed, perfect for hobbies, or extra storage.
Ideally located minutes from major highways, Eagle Mountain Lake, hospitals, and schools. This home offers both comfort and accessibility.
Don’t miss this opportunity to own a versatile home in a peaceful, desirable area!","33","KINGDOM Real Estate","","4","2","Marlene Bone, KINGDOM Real Estate, , , 817-406-4400, 817-406-4400",""
"Richmond, 26722 Hypatia Trce, 77406,  TX","325000","USD","https://photos.zillowstatic.com/fp/3f194d6f0f547da8997308b208c878d7-cc_ft_192.jpg","2021","https://www.zillow.com/homedetails/26722-Hypatia-Trce-Richmond-TX-77406/2076894996_zpid/","26722 Hypatia Trce","Richmond","TX","77406","1632 Square Feet","5052.96Square Feet","1.81","","","Assumable FHA loan available—ask for details and potential monthly savings. Built in 2021, this well-maintained single-story home offers a functional open layout with high ceilings, abundant natural light, and tile flooring throughout the main living areas. The kitchen features granite countertops, a large island with seating, gas range, and ample cabinet space, all open to the living and dining areas—ideal for everyday living and entertaining. The private primary suite includes dual vanities, a walk-in shower, and spacious closet. Secondary bedrooms are well-sized and versatile. Unlike many new construction homes, this property already includes a covered patio, extended pergola, and custom fire pit—creating a true outdoor living space ready to enjoy. Located in Candela with convenient access to major routes, shopping, and dining.","5","Orchard Brokerage","","3","2","Catherine Stellakis, Orchard Brokerage, , , 713-291-9248",""
